"Country","Year","Respondent","UrbanRural","Age","EconomicSituation","LivingConditions","Interest","Religion","TaxMorale","TrustPresident","TrustParliament","TrustCourts","CorruptionPresident","CorruptionParliament","CorruptionOfficials","CorruptionCouncilors","CorruptionTax","Gender","AvoidHowOften","TrustTax","SelfEmployedTax","AvoidReason","EconomicPolicies","LocalGvtTaxes","Enforce1","Enforce2","CorruptionOfficialsLocal","CorruptionOfficialsNational"
"Kenya",2008,"KEN0565_2008",2,28,2,2,3,3,4,3,1,3,2,2,3,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0566_2008",2,24,3,3,3,3,4,2,2,2,2,2,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0567_2008",2,56,4,4,4,3,5,3,1,NA,NA,2,2,2,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0568_2008",2,25,1,3,3,3,4,2,2,2,2,3,3,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0569_2008",2,29,1,2,3,2,4,3,1,3,2,2,3,2,4,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0570_2008",2,30,2,4,4,3,4,3,3,3,2,2,3,3,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0571_2008",2,36,2,3,3,3,4,2,2,2,2,3,2,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0572_2008",2,20,1,1,3,3,2,2,3,3,2,3,2,3,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0573_2008",2,49,1,1,2,3,4,3,3,3,NA,NA,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0574_2008",2,21,2,2,4,3,4,3,4,3,1,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0575_2008",2,34,1,1,1,3,5,2,3,3,3,3,3,4,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0576_2008",2,24,1,4,3,3,4,2,3,3,3,3,2,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0577_2008",2,62,4,2,4,4,2,1,4,3,2,2,4,1,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0578_2008",2,22,2,2,1,3,2,2,1,4,2,2,2,3,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0579_2008",2,19,1,4,2,3,4,1,3,3,3,3,2,3,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0580_2008",2,63,3,4,4,4,5,2,4,1,2,1,2,1,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0581_2008",2,40,1,2,4,3,NA,1,4,4,4,1,2,1,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0582_2008",2,26,2,2,2,3,4,3,3,3,2,2,2,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0583_2008",2,51,3,1,3,3,4,2,2,3,2,2,3,3,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0584_2008",2,25,3,2,2,3,4,3,3,3,4,4,4,4,4,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0585_2008",2,43,3,3,3,3,5,4,3,4,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0586_2008",2,30,3,3,3,3,2,2,2,1,2,2,2,3,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0587_2008",2,60,2,3,4,3,3,4,4,3,2,2,2,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0588_2008",2,22,3,2,3,2,NA,2,3,1,2,3,2,2,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0589_2008",2,57,4,4,3,3,4,3,2,3,2,2,2,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0590_2008",2,19,2,3,4,3,3,4,3,3,2,2,3,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0591_2008",2,30,4,2,4,2,2,2,3,4,3,2,4,3,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0592`_2008",1,28,2,1,4,2,4,2,3,3,3,4,3,3,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0593_2008",1,29,2,2,3,3,4,3,2,3,2,NA,2,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0594_2008",1,36,1,1,4,2,4,3,2,2,2,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0595_2008",1,28,3,3,3,2,2,2,3,3,2,3,3,3,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0596_2008",1,22,4,3,4,2,2,2,2,1,2,3,3,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0597_2008",1,23,1,1,2,3,4,2,2,3,4,4,4,4,4,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0598_2008",1,28,2,1,2,3,3,2,4,3,2,2,3,3,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0599_2008",1,28,5,5,2,3,3,3,3,2,2,2,2,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0600_2008",2,27,2,2,4,3,4,3,3,1,2,2,2,2,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0601_2008",2,43,1,1,3,3,4,3,2,2,2,3,2,2,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0602_2008",2,34,1,1,2,2,4,2,2,2,3,3,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0603_2008",2,30,1,1,4,3,4,4,2,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0604_2008",2,20,1,1,3,2,3,4,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0605_2008",2,32,1,1,3,2,1,2,4,3,3,4,1,1,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0606_2008",2,24,2,2,4,3,4,2,3,2,2,2,4,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0607_2008",2,34,1,1,4,3,4,1,4,2,3,3,3,1,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0608_2008",2,29,2,2,1,1,2,4,2,1,NA,1,1,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0609_2008",2,25,2,2,4,3,2,1,1,1,3,3,2,2,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0610_2008",2,30,1,1,1,3,4,4,3,3,3,2,4,3,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0611_2008",2,31,1,2,2,2,4,3,3,3,2,3,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0612_2008",2,27,1,2,3,3,4,3,3,3,2,2,2,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0613_2008",2,25,2,1,3,1,4,1,2,2,2,3,3,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0614_2008",2,33,1,1,2,3,4,4,4,4,2,2,2,2,4,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0615_2008",2,49,1,1,4,3,4,1,3,3,3,3,3,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0616_2008",1,20,4,4,3,4,4,2,3,2,4,2,2,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0617_2008",1,35,2,2,4,4,4,3,3,2,2,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0618_2008",1,46,1,1,4,2,1,4,2,2,2,3,2,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0619_2008",1,22,2,2,3,3,1,2,3,2,2,3,2,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0620_2008",1,26,2,2,3,2,4,2,2,3,3,3,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0621_2008",1,63,1,1,4,3,4,1,1,3,3,3,3,3,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0622_2008",1,22,1,1,4,3,4,1,3,2,3,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0623_2008",1,41,2,1,3,3,5,3,1,2,3,3,2,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0624_2008",2,42,1,1,2,3,4,4,3,2,2,3,3,3,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0625_2008",2,47,1,2,3,3,5,4,3,2,2,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0626_2008",2,19,1,1,1,2,NA,2,2,3,3,3,3,3,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0627_2008",2,33,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0628_2008",2,38,1,1,3,3,4,2,3,1,2,3,2,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0629_2008",2,39,1,1,4,3,4,1,2,1,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0630_2008",2,42,2,2,4,4,4,2,2,2,2,2,2,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0631_2008",2,41,1,1,3,3,2,1,2,1,2,2,2,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0632_2008",2,25,1,4,3,3,2,2,3,2,2,2,3,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0633_2008",2,45,1,2,4,2,4,1,1,1,4,2,3,3,4,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0634_2008",2,24,2,2,2,4,4,4,2,3,3,3,3,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0635_2008",2,44,2,2,2,3,3,1,3,2,2,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0636_2008",2,34,1,4,4,3,4,1,3,1,3,3,3,4,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0637_2008",2,24,1,1,2,2,4,1,3,3,2,4,4,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0638_2008",2,19,1,3,2,3,4,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0639_2008",2,NA,2,4,3,3,3,2,3,2,2,3,3,3,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0640_2008",2,80,1,2,1,3,2,1,2,2,4,4,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0641_2008",2,95,4,4,4,3,4,2,2,3,3,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0642_2008",2,24,1,2,3,3,4,2,3,2,2,2,2,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0643_2008",2,36,4,3,4,2,2,2,2,1,4,4,2,4,4,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0644_2008",2,56,1,1,2,3,4,3,3,3,2,3,3,3,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0645_2008",2,40,2,2,3,4,NA,2,3,2,3,3,2,4,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0646_2008",2,65,2,2,2,3,4,1,3,3,2,2,2,3,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0647_2008",2,37,1,1,3,3,4,2,3,1,2,3,3,3,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0648_2008",2,29,1,1,3,3,4,2,3,3,2,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0649_2008",2,61,1,3,4,4,4,4,3,2,2,2,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0650_2008",2,36,1,1,1,2,NA,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0651_2008",2,52,1,1,1,1,NA,4,4,4,NA,NA,NA,NA,4,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0652_2008",2,23,2,2,3,2,1,4,4,2,3,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0653_2008",2,19,1,1,4,3,2,2,3,2,4,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0654_2008",2,20,1,1,4,3,5,4,3,1,2,2,3,3,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0663_2008",2,27,1,1,2,4,1,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0664_2008",2,32,2,2,3,3,4,1,2,1,4,4,4,4,4,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0665_2008",2,42,1,1,2,2,NA,2,2,3,3,3,2,2,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0666_2008",2,60,1,1,4,2,4,3,3,3,2,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0667_2008",2,33,1,1,3,3,4,2,3,2,2,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0668_2008",2,33,1,1,4,3,4,2,3,3,2,3,3,2,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0669_2008",2,39,1,2,3,3,5,3,4,2,3,3,2,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0670_2008",2,49,1,2,3,3,5,4,3,2,2,3,2,2,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0671_2008",2,28,1,4,2,3,4,4,4,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0672_2008",2,56,2,2,4,4,5,1,3,2,2,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0673_2008",2,26,1,1,3,3,4,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0674_2008",2,30,1,1,4,3,2,1,4,1,4,4,4,4,4,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0675_2008",2,28,1,1,3,3,1,1,1,4,2,2,4,3,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0676_2008",2,43,2,2,4,3,5,4,3,2,2,3,2,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0677_2008",2,24,1,1,4,3,4,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0678_2008",2,34,1,1,2,3,2,4,4,4,3,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0679_2008",2,40,1,1,4,2,2,4,4,1,4,2,2,1,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0680_2008",2,36,2,2,2,3,4,4,4,1,2,2,2,2,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0681_2008",2,24,4,4,4,4,4,4,4,2,2,2,3,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0682_2008",2,38,1,1,1,3,NA,4,3,2,2,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0683_2008",2,23,1,1,3,2,1,1,NA,1,2,2,3,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0684_2008",2,32,1,1,3,3,4,4,4,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0685_2008",2,35,1,1,4,3,4,4,2,3,2,2,2,3,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0686_2008",2,40,1,1,4,3,4,3,3,2,2,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0687_2008",2,28,2,2,2,3,4,4,4,3,3,2,3,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0688_2008",2,30,4,3,3,1,4,2,3,1,NA,2,3,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0689_2008",2,45,2,2,4,3,4,2,3,2,3,2,3,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0690_2008",2,58,1,2,2,2,2,3,4,3,4,3,3,4,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0691_2008",2,28,2,3,1,3,5,3,2,3,2,3,2,3,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0692_2008",2,55,2,2,3,3,4,3,2,2,2,3,3,2,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0693_2008",2,45,1,2,3,3,4,4,3,3,2,2,3,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0694_2008",2,28,1,1,3,3,4,2,3,2,2,2,3,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0695_2008",2,29,1,1,2,3,4,4,4,3,3,3,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0696_2008",2,18,1,3,3,2,4,3,3,3,2,2,3,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0697_2008",2,35,2,4,3,2,4,2,3,3,2,2,2,3,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0698_2008",2,34,4,4,3,3,4,3,3,3,2,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0699_2008",2,23,2,1,3,3,4,1,1,1,2,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0700_2008",2,34,1,2,2,2,2,4,4,2,4,2,2,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0701_2008",2,38,2,2,2,3,4,1,2,2,4,3,3,2,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0702_2008",2,30,3,3,1,3,4,2,3,2,2,2,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0703_2008",2,36,2,2,1,2,3,1,2,3,3,2,4,3,4,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0704_2008",1,35,2,2,3,2,4,4,4,3,2,2,2,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0705_2008",1,32,2,3,3,1,4,2,1,2,2,3,3,3,4,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0706_2008",1,30,1,1,4,1,4,1,2,3,3,3,4,2,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0707_2008",1,21,2,2,4,1,5,4,3,1,2,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0708_2008",1,48,2,1,4,4,4,4,4,4,2,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0709_2008",1,29,1,1,4,1,1,4,2,2,3,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0710_2008",1,23,1,1,1,1,5,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0711_2008",1,49,3,3,4,3,4,3,2,3,2,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0712_2008",1,35,2,1,2,2,4,4,4,1,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0713_2008",1,37,1,2,4,2,4,4,4,3,4,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0714_2008",1,46,5,5,3,4,1,3,3,1,2,2,2,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0715_2008",1,28,1,1,4,3,5,1,1,1,4,4,4,4,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0716_2008",1,23,2,2,3,1,4,3,4,3,3,2,2,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0717_2008",2,29,3,3,4,1,1,2,1,1,3,3,3,2,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0718_2008",1,26,2,3,2,2,4,4,3,3,2,2,2,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0719_2008",1,20,4,4,4,1,4,3,3,3,2,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0720_2008",1,24,2,2,4,2,4,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0721_2008",1,20,2,3,2,3,4,3,2,2,2,3,4,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0722_2008",1,40,2,2,3,1,4,2,2,2,2,3,3,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0723_2008",1,22,1,1,3,2,1,4,1,1,3,3,4,4,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0724_2008",1,22,1,1,4,3,5,4,2,4,3,3,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0725_2008",1,34,3,3,4,1,4,3,3,3,2,3,3,3,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0726_2008",2,60,1,1,4,2,4,4,4,3,3,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0727_2008",2,25,3,2,3,2,2,2,1,1,2,2,2,3,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0728_2008",1,22,1,1,4,3,5,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0729_2008",1,30,1,2,4,3,4,2,2,2,2,2,2,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0730_2008",1,50,2,2,4,2,4,4,1,1,3,3,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0731_2008",1,54,2,2,3,4,4,4,3,1,3,3,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0732_2008",1,37,1,1,4,1,3,1,1,1,3,3,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0733_2008",1,40,2,2,3,1,4,2,2,1,2,3,2,3,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0734_2008",2,41,1,1,4,3,4,4,1,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0735_2008",2,24,2,3,3,3,4,3,3,3,3,3,4,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0736_2008",2,20,1,2,3,3,2,2,2,2,3,4,4,4,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0737_2008",2,48,4,4,4,4,4,4,1,4,2,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0738_2008",2,25,4,4,3,1,4,3,2,2,2,3,3,3,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0739_2008",2,42,1,2,2,3,4,4,3,2,2,3,3,NA,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0740_2008",2,40,1,1,3,3,1,4,2,NA,3,4,4,4,4,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0741_2008",1,18,3,3,4,3,5,1,NA,1,2,3,2,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0742_2008",1,23,1,NA,3,2,5,3,2,2,2,2,2,4,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Kenya",2008,"KEN0743_2008",1,30,1,1,2,4,4,2,3,2,NA,2,3,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
