"Country","Year","Respondent","UrbanRural","Age","EconomicSituation","LivingConditions","Interest","Religion","TaxMorale","TrustPresident","TrustParliament","TrustCourts","CorruptionPresident","CorruptionParliament","CorruptionOfficials","CorruptionCouncilors","CorruptionTax","Gender","AvoidHowOften","TrustTax","SelfEmployedTax","AvoidReason","EconomicPolicies","LocalGvtTaxes","Enforce1","Enforce2","CorruptionOfficialsLocal","CorruptionOfficialsNational"
"Benin",2008,"BEN0011_2008",1,22,3,3,3,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0012_2008",1,31,3,3,3,2,4,1,1,1,3,3,3,3,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0013_2008",1,50,5,3,2,3,2,4,3,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0014_2008",1,19,2,4,1,1,4,4,4,4,1,3,2,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0015_2008",1,41,1,1,2,2,4,3,2,2,2,3,2,3,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0016_2008",1,29,2,2,1,2,4,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0017_2008",2,55,2,2,3,1,3,3,3,2,3,3,3,3,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0018_2008",2,22,2,2,3,1,3,4,3,3,2,2,2,3,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0019_2008",2,47,2,2,4,2,5,3,3,3,3,3,3,2,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0020_2008",2,30,3,3,4,3,4,3,3,3,3,3,3,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0021_2008",2,36,3,3,3,2,4,4,3,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0022_2008",2,30,2,2,4,1,5,3,3,3,3,2,3,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0023_2008",2,26,2,2,3,2,4,3,3,2,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0024_2008",2,38,2,2,3,1,3,3,3,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0025_2008",2,25,3,4,3,3,4,2,2,2,NA,NA,2,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0026_2008",2,49,3,2,2,3,2,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0027_2008",2,41,3,3,4,1,5,3,2,3,3,3,3,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0028_2008",2,27,2,2,4,1,5,3,3,3,3,3,3,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0029_2008",2,20,1,1,1,1,4,4,4,4,3,4,4,3,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0030_2008",2,19,2,4,1,2,4,1,2,1,3,2,2,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0031_2008",2,55,1,2,3,1,2,3,2,2,2,2,2,3,4,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0032_2008",2,52,3,3,2,1,3,3,3,2,2,2,2,2,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0033_2008",2,20,2,3,3,2,1,3,2,3,3,3,3,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0034_2008",2,29,2,3,4,2,1,1,3,3,3,3,3,3,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0035_2008",2,25,2,2,4,2,4,4,4,4,2,1,4,1,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0036_2008",2,28,1,2,4,3,4,2,4,2,2,1,3,2,4,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0037_2008",2,44,2,2,3,2,2,2,2,3,2,2,2,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0038_2008",2,48,2,2,3,2,4,3,2,2,2,2,2,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0039_2008",2,20,4,4,4,3,1,4,4,3,2,2,2,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0040_2008",2,25,2,2,4,3,2,1,1,2,2,2,2,2,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0041_2008",2,28,2,2,4,2,5,3,2,3,2,2,3,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0042_2008",2,32,2,2,4,1,4,2,2,2,3,3,3,2,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0043_2008",2,40,4,2,4,2,1,4,3,3,2,3,NA,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0044_2008",2,48,4,2,3,2,2,2,2,4,3,3,3,2,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0045_2008",2,28,2,2,4,2,2,4,4,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0046_2008",2,25,2,2,3,2,5,4,4,4,2,2,2,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0047_2008",2,46,2,2,3,2,4,3,2,3,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0048_2008",2,30,4,4,3,2,4,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0049_2008",2,40,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0050_2008",2,52,2,2,4,1,4,1,1,3,3,2,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0051_2008",2,25,2,2,4,2,1,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0052_2008",2,25,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin",2008,"BEN0053_2008",2,26,2,2,3,2,4,3,4,2,2,2,2,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0054_2008",2,30,2,2,3,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0055_2008",2,42,2,2,2,3,4,1,2,4,2,2,2,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0056_2008",2,28,1,2,4,2,2,4,3,3,2,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0057_2008",2,22,1,1,3,3,2,4,1,1,1,3,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0058_2008",2,26,1,2,3,3,3,2,1,3,2,4,4,2,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0059_2008",2,25,2,2,3,2,4,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0060_2008",2,36,2,2,3,2,4,3,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0061_2008",2,50,2,2,4,1,5,2,2,2,3,3,3,1,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0062_2008",2,36,2,2,4,1,1,2,2,3,4,4,3,2,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0063_2008",2,22,2,2,2,2,1,3,1,1,2,NA,2,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0064_2008",2,36,1,2,2,2,1,4,3,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0065_2008",2,26,2,2,3,2,4,3,1,2,2,3,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0066_2008",2,24,2,2,3,2,4,1,3,2,2,2,2,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0067_2008",2,22,2,2,1,2,4,1,1,1,4,4,3,4,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0068_2008",2,40,4,4,4,3,4,2,2,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0069_2008",2,32,2,2,4,3,1,4,2,3,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0070_2008",2,27,4,2,4,3,1,3,2,4,2,4,4,4,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0071_2008",2,25,3,2,4,2,4,2,2,2,3,3,3,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0072_2008",2,42,2,2,4,2,4,3,3,4,3,3,3,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0073_2008",1,26,1,1,4,3,2,3,4,2,2,2,2,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0074_2008",1,20,1,2,4,1,1,2,4,4,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0075_2008",1,52,4,3,4,1,5,4,3,2,2,2,2,2,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0076_2008",1,43,2,2,4,1,5,2,2,2,4,4,4,4,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0077_2008",1,19,4,4,3,4,4,4,2,1,1,2,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0078_2008",1,40,2,2,3,1,4,4,4,3,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0079_2008",1,20,4,2,3,3,1,4,4,4,1,1,NA,4,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0080_2008",1,35,2,2,4,2,4,4,4,2,3,3,3,3,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0081_2008",2,51,4,2,3,2,4,3,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0082_2008",2,50,2,2,3,2,4,3,3,3,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0083_2008",2,32,2,2,4,2,4,2,3,2,NA,NA,NA,2,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0084_2008",2,55,4,4,4,3,5,4,4,4,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0085_2008",2,35,2,2,NA,2,1,1,3,2,NA,NA,2,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0086_2008",2,35,2,2,4,2,NA,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0087_2008",2,42,2,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0088_2008",2,43,1,1,4,3,2,4,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0089_2008",1,30,2,2,4,2,4,2,2,2,3,NA,3,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0090_2008",1,53,4,3,4,2,5,3,3,3,3,3,3,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0091_2008",1,40,5,2,4,2,5,4,3,4,1,2,1,2,4,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0092_2008",1,50,1,1,4,3,1,3,2,3,3,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0093_2008",1,28,4,3,2,3,2,3,3,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0094_2008",1,63,3,4,3,4,4,3,4,4,2,2,2,2,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0095_2008",1,46,1,2,2,2,4,3,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0096_2008",1,33,4,2,3,4,4,2,2,3,2,2,2,2,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0097_2008",2,20,4,2,4,4,5,1,1,4,4,4,4,4,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0098_2008",2,25,1,4,2,2,2,3,3,3,NA,NA,NA,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0099_2008",2,20,3,3,3,2,4,2,2,3,3,3,3,2,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0100_2008",2,69,2,2,4,2,4,2,3,2,3,2,3,1,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0101_2008",2,30,2,2,3,1,3,1,3,4,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0102_2008",2,28,2,2,3,2,4,3,3,2,2,2,2,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0103_2008",2,32,2,2,1,2,3,3,3,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0104_2008",2,42,1,2,3,1,2,1,2,2,2,2,2,2,4,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0105_2008",2,36,2,2,4,1,4,3,3,3,3,3,3,2,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0106_2008",2,39,3,3,4,1,4,3,2,3,3,2,3,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0107_2008",2,51,1,2,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0108_2008",2,20,3,4,4,2,4,4,NA,3,1,2,2,2,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0109_2008",2,34,2,2,3,2,4,2,2,2,3,3,3,3,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0110_2008",2,27,2,2,3,2,4,3,3,3,2,2,2,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0111_2008",2,35,1,4,1,1,5,2,2,2,4,4,4,4,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0112_2008",2,45,2,2,4,3,1,4,2,1,3,1,2,4,4,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0113_2008",2,20,2,3,4,1,5,4,4,4,1,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0114_2008",2,31,2,1,3,1,2,NA,NA,NA,3,3,3,3,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0115_2008",2,19,4,4,4,2,5,3,3,3,3,3,3,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0116_2008",2,44,3,3,4,1,5,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0117_2008",2,20,2,2,3,1,4,3,1,2,3,3,3,3,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0118_2008",2,25,4,2,1,1,2,4,4,4,4,4,4,4,4,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0119_2008",2,36,2,2,3,2,4,3,1,2,2,2,2,3,4,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0120_2008",2,20,4,4,3,4,4,2,1,3,2,3,1,3,4,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0121_2008",2,25,2,2,3,1,4,3,4,3,4,4,4,4,4,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0122_2008",2,28,2,2,3,2,4,2,3,3,3,3,4,4,4,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0123_2008",2,44,2,2,4,1,1,4,3,2,3,3,3,2,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0124_2008",2,23,2,2,1,2,NA,2,2,3,3,3,3,2,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0125_2008",2,24,4,2,3,1,4,2,4,4,1,1,1,1,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0126_2008",2,25,1,1,3,4,1,4,1,2,NA,NA,NA,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0127_2008",2,22,2,2,4,1,4,1,2,2,2,1,2,1,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0128_2008",2,30,2,2,4,2,2,4,3,3,2,2,2,2,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0129_2008",2,50,2,4,1,4,4,2,1,2,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0130_2008",2,55,1,2,4,3,4,3,3,3,2,2,2,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0131_2008",2,20,2,2,3,3,2,2,2,2,4,2,4,4,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0132_2008",2,18,2,2,4,4,5,2,4,2,1,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0133_2008",2,22,2,2,1,2,2,4,3,3,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0134_2008",2,45,3,2,4,1,2,4,1,2,3,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0135_2008",2,62,2,2,1,1,1,4,NA,4,3,NA,NA,NA,4,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0136_2008",2,47,2,2,3,1,4,4,4,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0137_2008",1,47,3,2,4,2,2,3,3,3,2,2,2,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0138_2008",1,20,2,2,3,4,2,1,1,1,NA,3,3,3,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0139_2008",1,50,1,2,1,2,5,3,2,3,4,3,4,3,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0140_2008",1,32,2,2,1,2,3,3,3,3,NA,NA,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0141_2008",1,25,2,4,2,1,4,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0142_2008",1,40,2,5,2,1,4,3,3,3,2,2,2,2,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0143_2008",1,19,2,3,2,2,4,3,2,3,NA,NA,NA,NA,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0144_2008",1,19,3,2,4,2,4,2,2,2,2,2,2,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0145_2008",2,42,4,3,4,1,5,4,NA,3,4,3,4,3,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0146_2008",2,35,2,3,4,2,4,4,4,4,3,2,3,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0147_2008",2,27,2,4,3,1,4,4,2,2,3,3,3,3,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0148_2008",2,28,2,3,2,2,4,3,NA,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0149_2008",2,24,2,2,2,3,4,3,2,2,3,3,3,3,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0150_2008",2,41,2,3,3,2,4,3,NA,2,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0151_2008",2,55,5,4,4,4,4,4,4,1,1,2,1,2,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0152_2008",2,40,4,2,3,1,NA,3,3,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0153_2008",1,29,3,3,4,2,5,2,2,2,3,3,3,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0154_2008",1,27,4,4,2,1,5,4,4,4,3,3,3,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0155_2008",1,32,3,2,4,2,5,4,4,3,2,3,2,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Benin",2008,"BEN0156_2008",1,35,2,2,4,3,1,2,2,2,3,3,3,3,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0157_2008",1,26,3,2,3,2,1,3,3,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0158_2008",1,23,3,3,4,2,1,4,3,4,3,3,3,3,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0159_2008",1,22,2,3,2,1,3,1,2,2,2,2,3,3,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0160_2008",1,25,3,2,2,1,4,1,2,2,3,3,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0161_2008",1,42,1,1,4,4,5,4,1,1,3,4,2,1,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0162_2008",1,25,1,1,3,3,4,2,2,2,3,3,3,3,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0163_2008",1,46,2,2,4,4,5,1,1,2,3,3,3,3,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0164_2008",1,57,2,2,4,1,5,3,3,3,3,3,3,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0165_2008",1,21,1,3,3,2,4,3,1,1,2,2,3,4,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Benin",2008,"BEN0166_2008",1,23,4,2,3,3,4,2,3,3,3,2,2,2,4,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0167_2008",1,29,1,3,2,2,2,2,2,2,3,3,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Benin",2008,"BEN0168_2008",1,21,2,2,4,1,4,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Benin",2008,"BEN0169_2008",2,41,2,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
