"Country","Respondent","UrbanRural","Age","EconomicSituation","LivingConditions","Interest","Religion","TaxMorale","TrustPresident","TrustParliament","TrustCourts","CorruptionPresident","CorruptionParliament","CorruptionOfficials","CorruptionCouncilors","CorruptionTax","Gender","AvoidHowOften","TrustTax","SelfEmployedTax","AvoidReason","EconomicPolicies","LocalGvtTaxes","Enforce1","Enforce2","CorruptionOfficialsLocal","CorruptionOfficialsNational","Year"
1,"BEN0037",1,25,1,1,3,0,1,9,9,0,0,0,NA,0,0,1,NA,NA,NA,NA,1,1,1,4,0,0,2005
1,"BEN0060",1,66,2,2,3,0,1,2,1,0,9,9,NA,9,9,1,NA,NA,NA,NA,1,1,4,4,9,9,2005
1,"BEN0105",1,40,2,2,2,1,4,1,1,1,1,1,NA,1,1,2,NA,NA,NA,NA,3,2,2,3,1,1,2005
1,"BEN0145",2,25,1,1,3,3,4,0,1,0,3,3,NA,1,3,2,NA,NA,NA,NA,4,1,1,4,3,3,2005
1,"BEN0150",2,38,1,1,3,2,5,0,0,0,2,2,NA,2,2,1,NA,NA,NA,NA,3,1,1,3,2,2,2005
1,"BEN0172",2,27,1,1,0,2,1,1,0,1,2,3,NA,3,1,1,NA,NA,NA,NA,5,3,1,4,3,3,2005
1,"BEN0176",1,37,1,1,2,2,1,0,1,1,2,2,NA,2,2,1,NA,NA,NA,NA,4,2,1,4,2,2,2005
1,"BEN0207",1,36,1,3,2,2,3,1,1,1,3,3,NA,3,3,2,NA,NA,NA,NA,4,1,1,4,3,3,2005
1,"BEN0210",1,54,3,3,2,0,4,3,3,3,3,3,NA,3,3,1,NA,NA,NA,NA,4,4,3,3,3,3,2005
1,"BEN0219",2,25,2,2,3,2,1,1,1,2,1,1,NA,1,1,1,NA,NA,NA,NA,3,3,2,4,2,1,2005
1,"BEN0221",2,43,2,1,3,2,4,3,3,3,3,3,NA,3,3,1,NA,NA,NA,NA,2,3,2,4,3,3,2005
1,"BEN0223",2,60,2,1,3,2,1,0,1,1,3,3,NA,3,3,1,NA,NA,NA,NA,3,3,2,4,3,3,2005
1,"BEN0233",2,19,1,1,3,2,1,3,3,1,3,3,NA,1,3,1,NA,NA,NA,NA,4,2,3,4,3,2,2005
1,"BEN0241",2,25,1,1,3,2,1,1,3,1,3,3,NA,3,3,1,NA,NA,NA,NA,4,1,2,4,3,3,2005
1,"BEN0245",1,45,3,2,3,2,2,3,3,3,3,3,NA,3,3,1,NA,NA,NA,NA,3,3,2,4,3,3,2005
1,"BEN0257",2,32,1,1,3,2,4,2,2,2,1,1,NA,1,1,1,NA,NA,NA,NA,4,3,4,4,1,1,2005
1,"BEN0259",1,36,1,1,3,2,1,3,3,0,3,3,NA,1,3,1,NA,NA,NA,NA,4,2,4,4,3,3,2005
1,"BEN0261",1,40,1,1,3,2,4,0,0,0,1,1,NA,1,1,1,NA,NA,NA,NA,4,3,4,4,1,1,2005
1,"BEN0265",1,22,2,3,3,2,2,0,1,0,1,1,NA,1,1,1,NA,NA,NA,NA,4,3,4,4,1,1,2005
1,"BEN0273",1,31,2,2,3,2,4,3,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,4,2,4,4,3,3,2005
1,"BEN0275",1,58,3,3,3,2,5,1,1,0,1,1,NA,1,1,1,NA,NA,NA,NA,4,2,4,3,1,1,2005
1,"BEN0277",1,19,3,4,3,2,4,0,1,1,2,1,NA,1,1,1,NA,NA,NA,NA,3,3,4,4,1,1,2005
1,"BEN0327",1,23,1,1,2,0,5,2,2,2,3,1,NA,9,2,1,NA,NA,NA,NA,4,3,1,4,3,9,2005
1,"BEN0360",1,22,1,3,2,0,1,9,9,1,9,9,NA,9,1,1,NA,NA,NA,NA,1,2,1,4,1,9,2005
1,"BEN0414",2,31,3,3,3,2,5,3,0,1,1,1,NA,1,3,1,NA,NA,NA,NA,4,3,1,4,1,1,2005
1,"BEN0418",2,29,2,3,0,1,5,3,3,2,2,2,NA,2,2,2,NA,NA,NA,NA,4,3,1,4,2,2,2005
1,"BEN0423",2,25,1,2,0,2,1,0,1,2,2,2,NA,2,3,1,NA,NA,NA,NA,4,3,1,3,2,2,2005
1,"BEN0517",1,21,4,5,0,0,5,3,3,3,9,9,NA,0,0,1,NA,NA,NA,NA,1,4,1,4,1,9,2005
1,"BEN0533",1,35,3,3,3,2,5,2,1,0,2,2,NA,2,3,1,NA,NA,NA,NA,4,3,3,3,2,2,2005
1,"BEN0534",1,24,3,3,3,3,1,3,1,0,1,1,NA,1,3,1,NA,NA,NA,NA,4,4,1,4,1,9,2005
1,"BEN0536",1,50,1,1,-1,2,5,0,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,4,-1,1,4,3,3,2005
1,"BEN0754",2,20,2,1,0,2,3,0,2,1,2,2,NA,2,2,1,NA,NA,NA,NA,4,9,3,3,2,2,2005
1,"BEN0755",2,30,2,1,1,2,3,1,1,3,1,1,NA,1,3,2,NA,NA,NA,NA,3,1,2,4,1,1,2005
1,"BEN0756",2,18,2,1,0,1,3,1,1,1,2,2,NA,2,3,1,NA,NA,NA,NA,4,3,3,3,2,2,2005
1,"BEN0757",2,51,2,2,1,0,3,3,0,2,1,1,NA,1,2,1,NA,NA,NA,NA,3,2,1,4,1,1,2005
1,"BEN0766",1,60,2,1,2,1,3,3,3,2,2,1,NA,1,3,1,NA,NA,NA,NA,3,3,2,3,2,1,2005
1,"BEN0767",1,65,2,1,1,0,3,1,1,2,1,1,NA,2,3,2,NA,NA,NA,NA,3,2,2,3,1,1,2005
1,"BEN0769",2,60,2,1,0,1,4,0,0,1,2,2,NA,2,3,1,NA,NA,NA,NA,3,2,2,4,1,1,2005
1,"BEN0770",2,32,2,1,2,2,4,0,0,9,2,2,NA,1,3,1,NA,NA,NA,NA,3,2,2,4,2,1,2005
1,"BEN0771",2,36,2,1,0,2,3,0,0,1,2,2,NA,2,3,2,NA,NA,NA,NA,3,2,2,4,2,1,2005
1,"BEN0772",2,50,2,1,2,1,3,3,0,0,1,2,NA,2,3,1,NA,NA,NA,NA,3,2,2,4,2,2,2005
1,"BEN0779",2,29,1,2,1,0,3,2,1,0,1,2,NA,1,3,1,NA,NA,NA,NA,3,3,2,3,2,3,2005
1,"BEN0800",1,22,2,1,2,1,3,1,1,1,2,2,NA,2,2,1,NA,NA,NA,NA,3,1,2,2,2,2,2005
1,"BEN0801",1,50,1,1,2,1,4,3,2,1,2,2,NA,2,3,2,NA,NA,NA,NA,3,1,3,3,2,2,2005
1,"BEN0817",2,22,1,1,3,1,4,0,1,0,3,3,NA,1,3,1,NA,NA,NA,NA,4,2,1,4,3,9,2005
1,"BEN0831",2,19,1,1,2,2,4,3,2,1,1,1,NA,1,3,1,NA,NA,NA,NA,4,9,4,3,2,9,2005
1,"BEN0854",2,34,1,1,3,0,1,3,1,0,9,9,NA,0,3,1,NA,NA,NA,NA,2,3,4,3,9,0,2005
1,"BEN0865",1,41,1,1,2,3,4,1,2,0,3,3,NA,2,3,1,NA,NA,NA,NA,4,3,1,4,3,9,2005
1,"BEN0868",2,35,1,1,2,3,4,2,2,0,9,9,NA,9,3,1,NA,NA,NA,NA,4,9,1,3,2,9,2005
1,"BEN0898",2,30,1,2,3,0,5,2,2,2,3,3,NA,3,3,1,NA,NA,NA,NA,4,3,1,4,3,3,2005
1,"BEN0901",2,35,1,1,3,0,4,3,3,0,3,3,NA,3,3,1,NA,NA,NA,NA,2,3,2,4,3,1,2005
1,"BEN0903",2,35,4,4,3,2,4,0,3,0,3,1,NA,3,3,1,NA,NA,NA,NA,1,3,1,4,3,3,2005
1,"BEN0927",2,30,1,1,1,0,1,3,3,0,3,3,NA,3,3,2,NA,NA,NA,NA,4,1,1,4,3,3,2005
1,"BEN0938",2,22,1,1,3,2,4,0,1,0,2,2,NA,2,3,1,NA,NA,NA,NA,4,3,1,4,2,2,2005
1,"BEN0963",2,35,1,2,3,0,4,3,3,3,9,9,NA,9,9,2,NA,NA,NA,NA,3,4,1,4,9,9,2005
1,"BEN1049",1,35,4,4,0,1,4,3,3,3,0,0,NA,0,0,1,NA,NA,NA,NA,1,9,2,3,0,0,2005
1,"BEN0446",1,38,2,2,1,0,5,1,1,1,3,3,NA,3,3,1,NA,NA,NA,NA,4,4,4,4,3,3,2005
1,"BEN0073",1,32,4,3,1,0,4,3,3,1,1,1,NA,1,2,2,NA,NA,NA,NA,2,2,3,3,1,1,2005
1,"BEN0134",1,35,2,2,2,2,4,1,0,2,1,1,NA,1,3,1,NA,NA,NA,NA,3,3,3,3,2,1,2005
1,"BEN0295",1,23,2,2,3,2,5,1,1,1,2,1,NA,2,2,1,NA,NA,NA,NA,4,4,1,4,2,2,2005
1,"BEN0849",2,25,1,1,1,0,4,3,3,0,9,9,NA,0,3,2,NA,NA,NA,NA,4,9,1,4,2,9,2005
1,"BEN0791",2,30,2,1,2,0,4,0,0,1,2,2,NA,2,2,1,NA,NA,NA,NA,3,2,2,2,2,2,2005
1,"BEN0011",2,29,2,2,3,2,1,3,3,3,2,2,NA,2,0,1,NA,NA,NA,NA,4,1,4,3,9,2,2005
1,"BEN0065",1,28,2,2,3,2,1,0,3,0,0,1,NA,0,0,1,NA,NA,NA,NA,4,2,4,1,0,0,2005
1,"BEN0074",1,35,4,3,2,2,4,1,2,1,2,1,NA,2,2,1,NA,NA,NA,NA,2,2,1,2,2,1,2005
1,"BEN0077",2,65,2,3,3,2,4,1,1,2,1,1,NA,1,1,1,NA,NA,NA,NA,3,2,1,3,1,2,2005
1,"BEN0092",2,31,1,1,2,1,4,1,1,1,1,2,NA,2,2,1,NA,NA,NA,NA,3,2,1,3,2,2,2005
1,"BEN0110",1,52,1,2,3,2,3,2,0,0,1,1,NA,1,3,1,NA,NA,NA,NA,4,3,1,1,1,1,2005
1,"BEN0114",1,45,1,1,2,2,3,0,1,2,2,2,NA,1,2,1,NA,NA,NA,NA,3,3,1,3,2,2,2005
1,"BEN0116",1,38,1,1,2,2,4,1,0,0,1,1,NA,1,2,1,NA,NA,NA,NA,3,3,1,1,1,1,2005
1,"BEN0132",1,22,3,3,2,2,3,2,1,1,1,1,NA,1,2,1,NA,NA,NA,NA,1,3,3,3,1,1,2005
1,"BEN0138",1,21,3,3,2,2,4,1,1,1,1,1,NA,1,3,1,NA,NA,NA,NA,3,3,3,2,1,1,2005
1,"BEN0140",1,45,3,3,2,2,4,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,3,2,3,3,1,0,2005
1,"BEN0156",2,60,1,1,1,2,5,0,1,0,2,1,NA,1,3,1,NA,NA,NA,NA,4,1,1,4,2,1,2005
1,"BEN0171",2,24,1,1,0,2,4,1,1,1,1,2,NA,2,3,2,NA,NA,NA,NA,4,3,1,3,2,2,2005
1,"BEN0177",1,56,1,1,2,0,5,0,1,0,3,1,NA,9,3,2,NA,NA,NA,NA,4,9,1,4,3,0,2005
1,"BEN0180",1,19,1,1,3,2,5,3,3,0,1,1,NA,1,3,1,NA,NA,NA,NA,4,9,1,4,1,1,2005
1,"BEN0181",1,65,1,1,0,0,5,0,1,1,2,1,NA,0,3,1,NA,NA,NA,NA,4,9,1,4,3,3,2005
1,"BEN0184",1,45,1,1,0,2,4,1,0,0,3,3,NA,1,3,1,NA,NA,NA,NA,4,1,1,4,3,1,2005
1,"BEN0195",1,42,1,1,1,2,1,0,1,0,3,3,NA,3,3,2,NA,NA,NA,NA,4,9,1,4,3,3,2005
1,"BEN0198",2,26,1,1,3,3,1,0,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,4,9,1,4,3,3,2005
1,"BEN0200",2,39,1,1,3,0,1,0,1,0,2,2,NA,2,2,1,NA,NA,NA,NA,4,9,1,4,2,2,2005
1,"BEN0202",1,66,1,1,0,2,1,1,1,3,3,2,NA,3,3,1,NA,NA,NA,NA,4,1,1,4,1,3,2005
1,"BEN0204",1,20,1,3,1,2,5,3,3,3,1,1,NA,1,3,1,NA,NA,NA,NA,4,9,1,4,1,0,2005
1,"BEN0205",1,48,2,2,0,2,5,3,1,1,3,3,NA,3,3,2,NA,NA,NA,NA,4,3,3,4,3,3,2005
1,"BEN0208",1,60,1,1,0,0,5,0,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,4,1,1,4,3,3,2005
1,"BEN0209",1,42,1,1,0,2,1,1,1,1,3,3,NA,3,3,2,NA,NA,NA,NA,4,1,2,3,3,3,2005
1,"BEN0249",1,48,2,3,1,2,5,1,1,3,1,2,NA,1,0,1,NA,NA,NA,NA,4,3,2,4,1,3,2005
1,"BEN0263",2,59,1,1,3,2,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,4,1,4,4,1,1,2005
1,"BEN0269",2,45,1,1,3,2,1,3,3,0,3,1,NA,1,3,1,NA,NA,NA,NA,4,2,4,4,2,1,2005
1,"BEN0271",1,25,1,1,3,2,4,3,3,3,3,3,NA,3,3,1,NA,NA,NA,NA,4,1,4,4,3,3,2005
1,"BEN0279",1,59,1,2,3,2,5,2,2,2,1,1,NA,1,1,1,NA,NA,NA,NA,4,3,4,4,1,1,2005
1,"BEN0287",1,26,2,3,3,0,4,1,1,1,2,2,NA,9,2,1,NA,NA,NA,NA,4,9,1,4,2,2,2005
1,"BEN0306",1,49,2,3,3,0,5,1,1,1,2,2,NA,1,3,1,NA,NA,NA,NA,4,3,2,4,2,2,2005
1,"BEN0314",1,32,2,4,3,2,5,0,1,1,2,2,NA,1,3,1,NA,NA,NA,NA,4,3,2,3,2,2,2005
1,"BEN0325",1,31,2,3,2,0,5,1,1,1,2,2,NA,2,2,1,NA,NA,NA,NA,4,2,1,4,2,2,2005
1,"BEN0326",1,30,1,1,2,0,4,3,1,1,2,2,NA,2,2,1,NA,NA,NA,NA,4,1,1,4,2,2,2005
1,"BEN0330",1,47,1,1,3,0,4,0,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,4,2,1,4,3,3,2005
1,"BEN0334",1,49,1,1,2,1,5,0,0,0,1,3,NA,3,3,1,NA,NA,NA,NA,4,3,1,4,3,3,2005
1,"BEN0335",1,76,2,2,0,3,3,0,0,0,1,1,NA,1,3,1,NA,NA,NA,NA,1,3,1,4,1,1,2005
1,"BEN0338",1,45,2,4,3,0,1,0,0,1,3,1,NA,9,3,1,NA,NA,NA,NA,1,3,1,4,3,3,2005
1,"BEN0339",1,34,2,1,1,1,3,1,0,0,2,1,NA,0,3,2,NA,NA,NA,NA,1,4,1,4,2,1,2005
1,"BEN0341",1,26,3,4,2,1,1,9,3,1,1,1,NA,1,1,1,NA,NA,NA,NA,4,9,2,4,1,9,2005
1,"BEN0342",1,35,5,5,2,2,1,0,0,0,3,3,NA,3,3,2,NA,NA,NA,NA,1,3,1,4,3,3,2005
1,"BEN0344",1,25,1,3,0,0,5,0,0,1,2,2,NA,9,2,2,NA,NA,NA,NA,1,4,1,4,2,9,2005
1,"BEN0347",1,22,1,1,2,1,1,0,0,0,3,3,NA,3,3,2,NA,NA,NA,NA,4,3,1,4,3,3,2005
1,"BEN0348",1,30,1,1,2,0,1,0,1,0,3,3,NA,2,3,1,NA,NA,NA,NA,1,3,1,4,3,3,2005
1,"BEN0350",1,26,1,1,3,0,1,0,0,0,3,2,NA,2,3,1,NA,NA,NA,NA,1,3,1,4,3,2,2005
1,"BEN0353",1,24,2,2,2,0,1,0,0,9,1,1,NA,9,3,2,NA,NA,NA,NA,1,1,1,4,1,9,2005
1,"BEN0354",1,26,5,5,3,0,1,0,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,1,4,1,4,3,3,2005
1,"BEN0355",1,19,1,1,3,1,4,0,0,1,3,3,NA,3,3,2,NA,NA,NA,NA,1,3,1,4,3,2,2005
1,"BEN0356",1,60,1,1,3,2,1,0,0,0,3,3,NA,3,3,2,NA,NA,NA,NA,4,1,1,4,3,3,2005
1,"BEN0358",1,20,3,3,2,0,1,1,0,0,1,1,NA,9,3,1,NA,NA,NA,NA,4,3,1,4,2,3,2005
1,"BEN0363",1,38,2,2,2,0,4,1,0,0,3,3,NA,3,3,2,NA,NA,NA,NA,1,2,1,4,3,3,2005
1,"BEN0366",1,32,1,1,1,0,3,0,0,0,2,2,NA,1,3,1,NA,NA,NA,NA,1,2,1,4,3,1,2005
1,"BEN0369",1,42,2,2,3,1,4,1,1,1,3,2,NA,1,3,1,NA,NA,NA,NA,4,2,1,4,3,2,2005
1,"BEN0370",1,18,1,1,2,1,5,0,0,0,3,3,NA,3,3,2,NA,NA,NA,NA,3,2,1,4,3,2,2005
1,"BEN0371",1,28,1,1,2,0,4,0,0,1,3,3,NA,3,3,1,NA,NA,NA,NA,4,2,1,4,3,3,2005
1,"BEN0373",1,31,5,5,2,0,2,0,0,0,3,3,NA,3,3,2,NA,NA,NA,NA,3,3,1,4,3,2,2005
1,"BEN0374",1,29,2,2,2,0,1,0,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,3,3,1,4,3,3,2005
1,"BEN0375",1,30,1,1,3,0,5,9,9,1,3,3,NA,3,3,1,NA,NA,NA,NA,3,2,1,4,3,3,2005
1,"BEN0376",1,48,1,1,3,0,4,0,0,0,3,2,NA,0,3,1,NA,NA,NA,NA,4,2,1,4,3,3,2005
1,"BEN0377",1,32,1,1,1,0,4,0,0,1,3,3,NA,9,3,2,NA,NA,NA,NA,4,2,1,4,3,2,2005
1,"BEN0378",1,26,1,1,2,0,3,1,1,1,2,2,NA,2,3,1,NA,NA,NA,NA,2,3,1,4,3,9,2005
1,"BEN0380",1,23,2,3,3,1,5,1,1,0,3,3,NA,3,3,1,NA,NA,NA,NA,4,3,1,4,3,3,2005
1,"BEN0383",1,62,1,2,2,0,4,-1,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,4,9,1,4,3,3,2005
1,"BEN0385",1,26,2,2,3,0,4,9,9,3,3,3,NA,3,3,1,NA,NA,NA,NA,2,3,1,4,3,3,2005
1,"BEN0389",1,36,3,3,3,0,1,2,0,2,1,1,NA,1,2,1,NA,NA,NA,NA,4,3,1,4,1,1,2005
1,"BEN0390",1,34,1,2,1,0,2,0,0,1,3,3,NA,3,3,2,NA,NA,NA,NA,4,3,1,4,3,3,2005
1,"BEN0395",1,25,2,2,3,1,5,0,1,1,1,1,NA,1,2,1,NA,NA,NA,NA,4,3,1,4,2,1,2005
1,"BEN0396",1,52,1,2,2,0,2,3,0,0,1,2,NA,2,3,1,NA,NA,NA,NA,4,3,1,4,2,2,2005
1,"BEN0405",1,60,2,3,3,0,5,1,2,1,1,1,NA,9,1,2,NA,NA,NA,NA,3,9,1,4,1,1,2005
1,"BEN0408",1,54,1,2,1,2,5,2,3,3,9,9,NA,9,9,1,NA,NA,NA,NA,3,3,1,4,9,9,2005
1,"BEN0421",2,35,1,2,3,1,4,1,1,1,3,9,NA,2,3,1,NA,NA,NA,NA,4,4,1,4,3,3,2005
1,"BEN0422",2,18,2,1,2,2,5,0,0,0,3,2,NA,1,3,1,NA,NA,NA,NA,4,3,1,4,3,3,2005
1,"BEN0431",2,50,1,3,3,3,1,2,3,1,1,0,NA,0,3,1,NA,NA,NA,NA,1,4,1,4,2,1,2005
1,"BEN0434",1,62,1,3,1,3,1,0,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,1,1,1,4,3,2,2005
1,"BEN0457",1,22,3,2,3,1,5,1,1,1,1,2,NA,2,3,1,NA,NA,NA,NA,4,4,1,4,1,1,2005
1,"BEN0468",1,28,3,3,2,2,5,2,2,2,1,1,NA,1,2,2,NA,NA,NA,NA,4,3,3,3,1,1,2005
1,"BEN0469",1,32,1,2,1,2,5,1,1,0,2,3,NA,1,3,2,NA,NA,NA,NA,4,2,1,4,3,3,2005
1,"BEN0470",1,22,2,3,2,1,5,3,2,2,1,1,NA,1,1,1,NA,NA,NA,NA,4,3,2,4,1,1,2005
1,"BEN0505",2,50,4,3,1,3,5,3,1,3,0,1,NA,0,3,1,NA,NA,NA,NA,4,1,1,4,0,0,2005
1,"BEN0542",2,35,3,2,2,2,5,3,2,1,2,2,NA,2,3,1,NA,NA,NA,NA,4,3,1,4,2,2,2005
1,"BEN0550",2,42,1,2,3,3,2,0,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,4,1,1,4,3,3,2005
1,"BEN0561",2,25,4,2,3,2,5,2,2,9,2,0,NA,2,1,1,NA,NA,NA,NA,4,2,1,4,9,1,2005
1,"BEN0578",1,23,3,3,2,1,5,2,2,2,9,9,NA,1,1,2,NA,NA,NA,NA,4,3,3,4,1,9,2005
1,"BEN0588",1,19,3,3,2,2,5,3,3,2,9,9,NA,1,2,2,NA,NA,NA,NA,4,3,2,4,1,1,2005
1,"BEN0592",1,28,3,3,2,1,5,3,2,1,1,1,NA,1,2,1,NA,NA,NA,NA,4,3,2,4,1,1,2005
1,"BEN0681",1,30,1,1,3,2,2,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,4,9,9,9,1,1,2005
1,"BEN0725",2,35,1,1,0,2,1,1,1,1,2,2,NA,2,2,1,NA,NA,NA,NA,4,9,4,4,2,2,2005
1,"BEN0805",1,46,1,1,1,1,4,2,2,2,2,2,NA,2,2,1,NA,NA,NA,NA,3,2,3,3,2,2,2005
1,"BEN0808",2,42,1,1,3,2,3,3,2,2,2,2,NA,2,2,1,NA,NA,NA,NA,3,1,2,2,2,2,2005
1,"BEN0838",1,40,2,3,0,3,1,0,0,3,3,3,NA,3,3,2,NA,NA,NA,NA,4,9,1,4,3,3,2005
1,"BEN0921",1,41,2,2,2,2,1,2,0,2,2,2,NA,2,3,1,NA,NA,NA,NA,4,3,1,4,2,2,2005
1,"BEN0931",1,44,1,2,2,2,4,0,0,0,3,3,NA,3,3,1,NA,NA,NA,NA,4,3,2,4,3,3,2005
1,"BEN0950",1,34,2,2,2,3,5,1,1,1,2,2,NA,2,3,2,NA,NA,NA,NA,4,4,2,4,2,3,2005
1,"BEN0952",2,35,1,1,3,2,4,2,1,1,3,3,NA,3,3,1,NA,NA,NA,NA,4,3,4,1,3,3,2005
1,"BEN0970",1,30,3,4,3,1,4,1,1,2,1,1,NA,1,1,1,NA,NA,NA,NA,4,3,1,3,1,1,2005
1,"BEN1040",1,63,1,2,3,2,5,1,1,1,1,0,NA,1,1,1,NA,NA,NA,NA,3,3,2,3,1,9,2005
1,"BEN1048",1,43,3,4,2,1,4,2,0,0,1,2,NA,2,0,2,NA,NA,NA,NA,4,2,2,4,2,9,2005
1,"BEN1162",2,53,2,4,3,0,2,3,3,1,9,9,NA,2,3,1,NA,NA,NA,NA,4,2,4,4,9,9,2005
1,"BEN1165",1,36,2,1,2,0,1,1,0,0,3,3,NA,3,3,2,NA,NA,NA,NA,4,9,1,4,3,3,2005
1,"BEN1195",1,28,2,2,1,2,5,3,2,2,1,2,NA,2,3,1,NA,NA,NA,NA,4,9,3,1,2,9,2005
1,"BEN0100",2,39,2,2,2,2,4,1,1,2,1,1,NA,2,2,1,NA,NA,NA,NA,3,3,3,3,1,1,2005
1,"BEN0111",1,32,2,2,2,2,3,1,1,2,2,2,NA,2,1,2,NA,NA,NA,NA,2,3,1,3,2,2,2005
1,"BEN0278",1,32,2,1,3,2,4,0,0,0,3,3,NA,3,3,2,NA,NA,NA,NA,4,1,4,4,3,3,2005
1,"BEN0292",1,24,2,3,3,0,5,0,0,2,9,9,NA,9,9,1,NA,NA,NA,NA,4,9,1,4,9,9,2005
1,"BEN0293",1,21,1,3,3,0,5,1,0,1,2,2,NA,2,3,1,NA,NA,NA,NA,4,9,1,4,3,3,2005
1,"BEN0304",1,18,2,2,3,2,5,0,0,1,2,1,NA,1,3,1,NA,NA,NA,NA,4,3,1,4,3,1,2005
1,"BEN0842",2,18,1,1,2,0,9,3,9,9,3,3,NA,3,3,1,NA,NA,NA,NA,4,1,9,4,3,3,2005
1,"BEN0160",2,30,1,1,1,0,1,3,1,1,1,3,NA,1,3,1,NA,NA,NA,NA,4,1,1,4,1,3,2005
1,"BEN0230",2,30,1,1,3,1,1,3,3,3,3,3,NA,1,3,2,NA,NA,NA,NA,4,1,2,4,3,3,2005
1,"BEN0238",2,35,2,1,3,2,1,3,3,3,3,3,NA,3,3,2,NA,NA,NA,NA,4,2,4,4,3,3,2005
1,"BEN1026",2,37,4,3,3,2,5,3,3,3,1,2,NA,2,2,1,NA,NA,NA,NA,5,9,3,3,2,2,2005
1,"BEN0411",2,35,2,3,2,2,5,3,0,9,9,9,NA,9,3,2,NA,NA,NA,NA,4,3,1,4,9,9,2005
1,"BEN0309",1,21,2,4,3,0,5,1,0,0,2,2,NA,0,1,1,NA,NA,NA,NA,1,2,1,4,2,9,2005
1,"BEN0830",2,23,1,1,3,2,4,3,2,0,0,1,NA,1,3,2,NA,NA,NA,NA,4,3,9,4,1,9,2005
1,"BEN0850",2,36,1,1,3,0,9,3,1,0,1,2,NA,2,3,2,NA,NA,NA,NA,4,1,4,4,2,9,2005
1,"BEN0892",2,62,1,1,2,3,4,2,2,0,3,3,NA,0,3,1,NA,NA,NA,NA,4,3,1,4,3,9,2005
1,"BEN0978",2,36,2,1,1,2,3,2,2,9,2,2,NA,2,2,2,NA,NA,NA,NA,4,2,1,3,2,2,2005
1,"BEN0989",1,51,1,1,2,2,3,3,2,1,1,1,NA,1,2,1,NA,NA,NA,NA,4,3,1,4,1,2,2005
1,"BEN0993",2,20,2,2,1,2,4,1,1,1,2,2,NA,1,3,2,NA,NA,NA,NA,4,2,1,3,2,2,2005
1,"BEN0997",2,19,2,2,0,2,4,3,3,2,1,1,NA,1,3,1,NA,NA,NA,NA,4,2,1,3,2,2,2005
1,"BEN0998",2,52,1,1,0,2,3,3,9,2,2,9,NA,0,2,2,NA,NA,NA,NA,4,2,1,4,2,2,2005
1,"BEN1001",2,45,2,2,2,3,2,2,3,1,2,2,NA,1,2,1,NA,NA,NA,NA,4,2,1,4,2,2,2005
1,"BEN1002",2,40,2,2,2,2,1,3,9,1,3,2,NA,1,3,2,NA,NA,NA,NA,4,2,1,3,3,2,2005
1,"BEN1189",2,26,2,3,3,0,5,2,2,2,9,9,NA,9,2,1,NA,NA,NA,NA,4,1,1,4,2,2,2005
1,"BEN0115",1,54,2,3,2,2,3,1,1,0,1,1,NA,1,3,2,NA,NA,NA,NA,3,3,1,1,2,2,2005
1,"BEN0337",1,30,1,1,0,1,2,0,0,0,3,3,NA,3,3,2,NA,NA,NA,NA,4,1,1,4,3,3,2005
1,"BEN0394",1,42,1,1,0,2,3,1,0,1,1,1,NA,1,2,2,NA,NA,NA,NA,9,3,3,3,1,1,2005
1,"BEN0144",1,24,2,1,0,0,4,1,1,0,3,2,NA,1,3,1,NA,NA,NA,NA,4,4,1,4,1,3,2005
1,"BEN0248",1,30,1,1,3,2,1,3,3,0,3,3,NA,3,3,2,NA,NA,NA,NA,4,3,2,4,3,3,2005
1,"BEN0280",1,44,1,1,3,2,4,2,2,2,3,1,NA,1,1,2,NA,NA,NA,NA,4,2,4,4,1,1,2005
1,"BEN0168",2,35,1,1,2,3,4,3,3,1,2,3,NA,3,3,1,NA,NA,NA,NA,4,3,1,4,2,9,2005
1,"BEN0169",2,23,1,1,1,0,3,0,0,0,2,2,NA,2,3,2,NA,NA,NA,NA,4,1,1,4,2,2,2005
1,"BEN0251",1,19,4,4,0,2,1,0,0,0,3,0,NA,0,3,1,NA,NA,NA,NA,4,2,2,4,3,3,2005
1,"BEN0340",1,26,1,3,0,0,5,1,1,1,3,2,NA,2,3,1,NA,NA,NA,NA,4,4,1,4,3,2,2005
1,"BEN0481",2,35,3,3,2,2,5,3,2,1,0,0,NA,0,2,1,NA,NA,NA,NA,4,3,3,3,0,0,2005
1,"BEN0582",1,37,3,3,2,1,5,3,2,2,0,0,NA,1,2,1,NA,NA,NA,NA,4,3,3,4,1,1,2005
