"Country","Year","Respondent","UrbanRural","Age","EconomicSituation","LivingConditions","Interest","Religion","TaxMorale","TrustPresident","TrustParliament","TrustCourts","CorruptionPresident","CorruptionParliament","CorruptionOfficials","CorruptionCouncilors","CorruptionTax","Gender","AvoidHowOften","TrustTax","SelfEmployedTax","AvoidReason","EconomicPolicies","LocalGvtTaxes","Enforce1","Enforce2","CorruptionOfficialsLocal","CorruptionOfficialsNational"
3,2008,"BFO1048",1,23,2,2,2,0,4,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1049",2,30,3,3,2,0,3,9,1,1,1,1,1,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1050",2,44,4,4,2,2,2,2,9,1,9,9,9,9,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1051",2,52,3,4,2,1,9,3,9,9,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1052",2,22,4,4,1,0,4,2,2,2,9,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1053",2,24,4,3,1,2,9,3,3,3,9,9,9,9,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1054",2,18,1,4,3,0,5,3,9,9,0,0,0,0,0,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1055",2,23,4,4,3,0,9,3,3,3,0,0,0,0,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1056",2,25,2,2,3,0,5,3,3,3,9,9,9,9,9,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1057",2,30,4,4,3,1,1,3,1,3,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1058",2,50,1,1,3,2,4,3,3,3,1,1,1,1,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1059",2,999,4,4,0,2,1,3,1,3,1,1,2,1,2,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3,2008,"BFO1060",2,25,4,4,3,3,4,1,9,3,1,1,1,1,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1061",2,25,3,2,0,0,4,3,3,3,0,0,0,0,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1062",2,30,2,4,0,0,4,3,3,3,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1063",2,70,4,4,3,3,5,2,2,2,9,9,9,9,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1064",2,37,4,4,3,1,2,2,2,1,1,2,0,1,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1065",1,50,3,-1,2,1,2,1,1,1,9,9,9,9,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1066",1,48,5,2,1,0,2,3,3,3,3,3,3,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1067",1,34,2,2,2,1,5,2,1,2,1,1,1,1,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1068",1,21,2,2,0,1,4,2,2,2,1,1,2,1,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1069",1,33,4,4,3,2,2,2,0,0,9,1,1,1,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1070",1,38,2,2,3,1,2,2,2,3,1,1,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1071",1,49,3,3,3,1,4,2,2,1,1,1,1,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1072",1,37,4,4,1,2,9,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3,2008,"BFO1073",1,30,2,2,2,2,4,1,0,0,3,3,3,3,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1074",1,32,2,2,3,0,4,3,0,0,1,1,1,1,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1075",1,20,1,4,3,0,4,0,0,2,1,1,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1076",1,33,2,1,3,0,5,3,2,2,0,1,9,9,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1077",1,34,2,2,2,1,4,3,3,3,9,9,9,9,9,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1078",1,54,1,2,2,0,5,1,2,0,9,2,2,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1079",1,50,1,1,0,0,1,2,0,0,3,3,1,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1080",1,20,5,3,2,0,2,3,1,3,1,1,1,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1081",1,36,2,4,3,0,2,3,1,1,2,2,2,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1082",1,24,2,2,3,2,2,3,3,3,9,9,9,9,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1083",1,999,1,2,3,2,4,3,3,3,1,2,1,-1,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1084",1,51,2,2,3,2,1,0,0,0,2,1,2,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1085",1,30,3,4,0,1,4,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1086",1,18,9,1,9,1,5,1,1,1,1,1,3,3,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1087",1,28,2,4,3,1,4,2,1,2,9,9,1,1,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1088",1,18,2,3,0,0,3,3,3,1,0,0,0,0,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1089",2,21,1,2,3,3,4,3,0,1,9,9,9,9,9,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1090",2,28,4,2,3,1,4,2,3,0,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1091",2,54,1,2,3,3,1,3,3,3,3,3,3,3,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1092",2,36,2,4,1,3,1,3,3,9,9,3,3,0,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1093",2,34,1,1,0,0,9,3,3,9,9,9,9,9,9,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1094",2,64,4,2,0,0,2,3,3,3,2,2,9,9,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1095",2,18,3,3,2,0,4,3,3,3,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1096",2,18,5,4,3,2,4,1,1,0,3,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1097",1,30,2,4,3,0,3,3,3,3,2,2,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1098",1,22,2,3,3,0,4,3,3,1,2,1,1,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1099",1,18,2,3,3,0,5,2,3,1,0,0,1,2,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1100",1,20,2,4,1,2,2,3,1,1,9,1,1,2,0,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1101",1,35,4,2,0,0,4,2,2,1,1,1,1,3,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1102",1,23,2,4,2,1,2,1,1,1,2,1,2,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1103",1,22,1,4,3,0,1,2,0,2,1,1,9,0,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1104",1,20,1,1,0,1,3,3,3,3,1,1,1,1,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1105",2,63,3,3,2,0,2,3,2,2,3,1,1,3,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1106",2,63,3,3,1,0,5,3,3,3,1,3,1,1,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1107",2,35,1,2,3,2,3,3,3,0,2,1,1,1,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1108",2,18,3,5,3,0,5,3,3,3,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1109",2,58,4,4,3,0,4,2,2,2,9,9,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1110",2,19,2,2,3,0,9,9,9,9,9,9,9,9,9,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1111",2,31,2,3,3,1,4,1,0,1,2,2,2,2,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1112",2,20,1,1,0,0,4,0,0,0,1,1,1,1,3,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3,2008,"BFO1113",1,23,3,3,2,1,9,9,9,9,9,9,9,9,9,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1114",1,28,2,2,3,0,2,1,1,1,3,1,1,1,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1115",1,999,2,2,1,2,4,1,1,1,9,9,1,1,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1116",1,19,1,4,2,1,4,9,1,0,9,9,9,9,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1117",1,30,1,2,3,0,4,2,2,1,9,9,1,1,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1118",1,49,4,3,1,2,3,9,9,9,9,9,9,9,9,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1119",1,33,3,3,1,0,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1120",1,65,2,1,0,0,2,1,1,1,2,9,9,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1121",2,18,4,4,1,1,4,1,2,1,1,1,1,1,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1122",2,64,3,4,3,3,5,2,3,3,9,1,9,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1123",2,29,2,3,3,1,4,2,3,1,0,0,0,0,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1124",2,26,3,3,2,0,4,3,2,2,1,0,0,0,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1125",2,20,4,4,3,1,2,3,3,3,0,0,0,0,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1126",2,18,2,2,3,0,4,2,0,0,0,9,9,9,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1127",2,43,3,3,3,2,1,3,3,0,3,1,1,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1128",2,36,4,4,3,1,4,1,1,1,9,9,9,0,9,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1129",2,999,2,1,3,2,4,3,3,3,0,9,0,9,9,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1130",2,999,1,2,3,0,2,1,1,1,9,9,1,0,0,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1131",2,50,2,2,3,0,1,3,9,3,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1132",2,62,2,2,3,0,1,3,3,3,0,3,9,1,9,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3,2008,"BFO1133",2,35,4,4,2,0,5,3,9,3,1,9,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1134",2,999,1,1,3,0,9,2,1,1,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1135",2,20,4,4,3,0,4,2,2,3,9,1,0,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1136",2,40,4,2,3,0,4,1,1,1,9,9,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1137",2,52,4,4,2,0,4,0,1,0,2,2,0,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1138",2,27,1,3,3,0,9,3,3,3,0,0,0,0,0,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1139",2,28,2,3,2,1,4,3,9,9,9,9,9,9,0,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1140",2,40,2,2,3,1,5,3,3,1,1,2,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1141",2,25,4,4,1,0,4,3,3,3,0,0,0,0,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1142",2,99,4,4,1,1,4,1,2,2,9,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1143",2,45,4,4,3,0,4,3,9,9,0,1,0,0,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1144",2,33,1,2,3,2,4,3,9,9,0,1,9,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1145",2,64,4,3,3,2,4,2,2,3,1,0,1,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1146",2,34,4,4,9,0,3,0,0,1,2,2,9,1,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1147",2,47,1,2,3,0,4,2,2,1,3,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1148",2,28,2,2,3,1,5,3,3,1,1,1,9,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1149",2,19,4,4,3,0,4,9,9,9,9,9,9,9,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1150",2,27,3,2,3,1,4,1,1,3,2,2,2,2,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1151",2,999,2,2,2,2,1,3,3,1,9,9,9,9,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1152",2,37,3,4,0,1,4,3,3,3,1,1,2,1,1,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3,2008,"BFO1153",2,56,4,4,3,3,4,2,2,2,0,9,9,9,9,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1154",2,40,4,4,3,1,5,3,3,3,9,9,9,9,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1155",2,26,1,2,2,0,5,3,3,3,1,1,1,1,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1156",2,56,1,2,0,0,4,3,3,3,1,1,1,0,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1157",2,34,4,4,3,0,5,3,3,3,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1158",2,51,5,4,3,3,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1159",2,22,3,4,9,1,1,3,3,3,1,2,2,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1160",2,55,3,1,3,0,9,3,9,9,9,9,9,9,9,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1161",2,33,1,1,3,2,4,3,3,1,3,3,3,1,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1162",2,21,2,2,3,2,4,3,3,3,1,2,1,1,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1163",2,19,3,3,3,1,5,3,3,3,1,2,2,2,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1164",2,21,1,2,3,0,9,3,3,0,0,0,9,9,0,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1165",2,39,4,5,3,0,2,3,9,3,1,1,9,2,9,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1166",2,20,4,4,3,1,3,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1167",2,24,2,1,2,0,2,3,1,3,0,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1168",2,23,2,4,2,1,4,3,3,9,9,9,9,9,9,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1169",2,40,2,2,3,2,4,3,2,1,1,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1170",2,61,1,1,0,0,4,3,3,2,0,0,9,1,9,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3,2008,"BFO1171",2,20,9,4,3,1,5,3,3,1,0,0,0,0,0,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1172",2,47,2,2,3,1,2,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1173",2,36,3,4,2,0,5,3,9,9,9,9,9,9,9,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1174",2,999,1,1,3,2,2,1,1,0,2,2,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1175",2,23,4,4,0,0,4,2,2,1,2,2,1,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1176",2,20,3,4,1,1,4,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1177",2,32,1,3,2,0,4,3,3,1,2,2,1,1,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1178",2,19,2,3,3,1,3,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1179",2,40,2,3,3,3,4,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1180",2,61,9,4,2,-1,2,3,9,9,9,9,9,1,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1181",2,41,2,2,3,0,1,3,0,2,0,2,9,9,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1182",2,34,2,2,1,0,4,1,3,1,1,3,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1183",2,71,4,4,1,0,5,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1184",2,50,1,1,0,2,2,1,2,1,1,1,1,1,2,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3,2008,"BFO1185",2,34,4,4,3,2,4,3,3,3,0,1,0,1,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1186",2,36,2,3,2,0,3,3,3,2,1,2,1,1,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1187",2,35,3,4,3,2,5,3,3,3,1,1,1,1,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1188",2,22,4,4,3,2,2,3,3,3,1,1,1,1,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1189",2,30,2,4,1,2,3,3,3,1,2,2,2,2,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1190",2,31,1,1,0,1,5,3,3,2,0,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1191",2,53,4,3,3,1,2,1,1,1,3,3,3,3,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3,2008,"BFO1192",2,24,2,2,1,0,3,3,3,3,3,9,1,1,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1193",1,36,2,2,0,1,1,9,9,9,0,9,0,0,0,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1194",1,68,4,4,3,1,5,2,2,1,9,1,0,9,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
3,2008,"BFO1195",1,34,5,5,1,0,4,3,2,0,1,1,0,0,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1196",1,19,2,5,0,0,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1197",1,23,2,3,3,2,4,9,9,1,9,9,9,9,9,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1198",1,43,2,2,2,1,4,9,9,1,9,9,9,9,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3,2008,"BFO1199",1,22,3,3,3,1,4,3,2,2,1,1,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
3,2008,"BFO1200",1,44,2,2,0,2,4,2,3,3,9,0,0,1,1,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
4,2008,"CVE0001",2,22,2,1,0,2,2,0,0,0,1,3,1,3,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2008,"CVE0002",2,79,2,2,2,2,3,2,1,1,1,1,1,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
4,2008,"CVE0003",2,68,3,1,0,9,9,1,9,9,9,9,9,9,9,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
4,2008,"CVE0004",1,48,3,3,3,0,4,2,2,2,0,0,0,0,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2008,"CVE0005",2,34,2,4,2,1,9,9,9,9,9,9,9,9,9,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2008,"CVE0006",1,24,3,3,0,0,1,1,1,1,9,9,9,9,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0007",1,28,4,3,2,0,4,0,3,3,9,9,9,9,9,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0008",2,30,2,2,2,2,9,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
4,2008,"CVE0009",2,18,4,3,2,0,2,9,9,9,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
4,2008,"CVE0010",2,24,2,2,1,2,3,2,2,1,1,1,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2008,"CVE0011",2,44,3,3,3,9,9,9,9,9,9,9,9,9,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0012",2,40,3,3,2,9,9,1,0,0,9,9,9,9,9,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0013",2,32,4,4,2,0,4,3,3,0,1,1,1,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2008,"CVE0014",2,29,2,3,3,0,4,3,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0015",2,48,2,2,2,2,3,2,2,2,9,9,9,9,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
4,2008,"CVE0016",1,78,3,3,2,2,2,3,0,0,1,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0017",1,56,3,3,2,2,2,0,0,0,1,1,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2008,"CVE0018",1,27,3,3,2,2,2,1,0,0,1,1,1,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2008,"CVE0019",1,28,3,3,2,0,2,0,0,0,1,1,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0020",1,26,3,3,2,0,9,2,2,0,9,9,9,9,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0021",1,41,2,2,2,0,2,0,1,0,2,2,2,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2008,"CVE0022",1,27,3,3,2,2,2,1,0,0,1,1,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0023",2,38,3,2,3,9,9,1,0,0,9,9,9,9,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
4,2008,"CVE0024",2,31,3,3,2,0,3,2,1,1,3,3,3,3,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2008,"CVE0025",1,30,3,3,3,9,2,3,0,0,9,9,9,9,9,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0026",2,58,3,3,3,9,9,2,0,0,1,1,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0027",2,39,3,3,2,0,4,3,0,0,1,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0028",2,38,3,3,3,9,9,3,0,0,1,1,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2008,"CVE0029",1,20,4,3,3,0,5,3,3,3,0,0,0,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0030",2,45,2,2,2,0,2,1,0,0,0,0,0,0,0,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0031",1,34,3,3,2,0,4,1,1,1,0,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
4,2008,"CVE0032",1,33,4,4,3,0,4,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
4,2008,"CVE0033",1,52,3,3,1,0,4,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0034",1,44,3,3,2,0,4,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
4,2008,"CVE0035",2,25,2,2,2,0,3,1,2,2,1,2,2,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
